TSNE1,TSNE2,TSNE3
-12.382854,12.808159,21.962425
-13.00506,13.05452,21.940628
-0.100126356,13.836452,12.997341
-4.481553,-9.315582,12.159656
-0.5290432,14.470662,15.133695
-20.47168,2.2415931,-2.6738617
-5.321117,-24.083965,22.19279
0.13954972,7.284915,11.332399
-3.7858355,-9.396864,14.963253
-15.161051,15.286821,15.887255
10.644094,12.598538,25.23228
-7.994343,21.148767,10.78289
-11.544633,19.276922,10.769818
-24.168745,-6.6674547,7.354703
-6.5416946,-20.590462,-1.4701205
-7.1031456,-1.6987883,-0.5980874
6.721119,14.528127,15.236988
-3.6385517,-14.574127,7.2648907
-4.9344854,-16.49767,5.2289762
-7.135322,-20.470781,10.737055
-4.1687174,-21.52442,9.3307295
2.8072371,21.058567,13.815489
-14.354102,24.647604,13.792992
-8.072478,23.311743,7.1396112
-6.725225,21.290249,6.7439528
-6.4927707,20.575811,7.705816
-6.3126745,11.938176,4.6373577
3.7301407,22.59149,23.683825
4.0980086,22.87114,24.034138
-0.4545461,11.447441,5.2476115
-17.434076,5.9232264,1.6656104
6.783154,14.220128,9.382324
7.3386765,14.507546,10.1122055
5.4995337,8.448666,17.17696
-15.784567,8.246305,2.7021534
-15.84864,-1.1406732,3.7884452
-13.363336,24.60354,13.3489065
-6.634592,22.08765,6.860431
-6.513624,21.363604,5.7733345
-6.5364585,20.822632,4.557396
-2.806722,-19.67631,13.2263
12.003151,-5.577842,15.75769
2.1447623,8.621509,7.039554
3.4229052,8.946307,7.049907
1.1977799,11.993809,6.3255987
-16.301325,6.9951034,2.6262815
-8.044028,10.373838,7.8057528
-8.46968,-16.854456,8.945779
6.020071,-4.708222,2.6372218
3.5187187,12.065496,12.759639
-3.9553423,-18.220608,12.040899
-18.804436,15.429222,22.028778
-11.408937,-10.805147,-5.888549
12.671229,-14.751815,-22.724745
-2.084225,-3.0700624,-4.810773
2.5202334,32.40478,-7.4002194
13.311836,-1.7657142,-22.222342
3.5357718,10.036576,-1.3023607
7.1742606,15.919063,-0.32032
13.724439,12.717409,9.728705
14.399756,13.326457,9.622527
14.904061,13.792351,9.5349865
16.382282,16.458038,11.233606
2.957514,10.592036,-1.1751289
4.708848,23.522018,-15.154636
-2.5673213,13.349937,-19.790546
4.9120665,25.182074,-16.182537
-12.41789,-13.319156,-5.036685
-6.847136,-8.237817,-3.439352
-3.577437,6.514521,-5.7159534
-1.581753,-1.9933532,-5.3480573
-1.8042425,11.185931,-20.917376
-13.172809,21.021955,-17.005974
-15.353712,-15.436156,-7.2392254
5.0147038,8.035399,-2.536964
-15.834252,1.9991513,-14.657158
6.593677,15.275605,-1.998792
2.0611598,10.252791,-10.429984
4.809404,24.21905,-15.2992115
-13.083218,21.31553,-16.940996
-12.042625,-12.391797,-5.3617387
0.18720189,21.703577,-15.946634
-10.114894,16.391909,-18.85213
13.343736,-19.220213,-29.313503
12.603999,-22.486786,-29.575266
2.7082314,-23.482674,-8.050853
-3.4954605,23.483742,-14.037828
0.21938424,5.9344993,-17.408133
-6.6721454,20.273464,-15.693677
-0.13309819,15.926231,-19.257668
12.736574,-21.256353,-29.492775
-0.76716113,21.697618,-16.943193
-2.9541411,23.398392,-15.359135
3.2750032,-23.398863,-9.9250765
0.2578065,5.9661665,-17.464203
14.706147,-22.498997,-23.532124
-5.7712593,-14.484642,-3.411127
-0.48960114,22.602837,-16.084677
13.181372,-19.730152,-29.347254
-6.779,15.957713,-8.457445
-2.523965,22.97998,-15.221316
-0.9170288,4.66867,6.4742484
1.5092657,-26.247463,-11.373823
-6.5454116,-2.05885,-25.38722
3.559288,-1.039556,-10.331977
1.617748,-21.17995,-15.829008
-2.4468787,2.6559708,-11.559847
14.109259,-17.00497,-15.434971
2.5868318,-0.92268944,-10.049555
-4.251717,7.489085,-14.943606
-9.4523325,-12.157522,-31.127035
14.0023155,-17.39096,-13.463719
13.979403,-17.497248,-13.661737
2.9060469,-20.869171,-17.362518
-2.5974793,3.556083,-11.936938
-3.4262881,5.2015853,-13.595213
-1.9545937,3.6376252,-12.288067
-1.6839334,6.9087815,-9.2765255
-9.331255,-11.695462,-31.402288
14.18479,-9.678518,-13.006857
15.904124,-6.2792926,-12.522619
14.2100725,-16.706587,-15.919247
0.80925924,-21.103264,-15.743031
-4.6771207,6.638789,-14.00297
-4.676314,6.5499053,-13.833012
-0.920005,4.284203,-10.290593
-0.99190944,6.253008,-9.231664
-9.398048,-12.776543,-31.122854
14.383188,-9.263578,-12.496867
1.6010222,-0.010405969,12.771058
-31.168196,11.753334,3.9749334
-24.767143,5.2867374,-2.8182876
-22.842228,4.4973173,-3.1358352
-19.731354,5.7870493,2.308757
-22.992788,-4.169847,1.4064122
-1.515362,21.429688,17.427944
-3.5458462,18.57971,18.52391
-3.0520794,16.256449,17.561941
-0.36546797,22.62357,13.255719
-21.060236,6.5944443,-5.782
-29.607395,8.532707,1.4703002
-18.570698,8.364578,-9.645137
-2.9140077,11.608541,13.511091
24.525953,-9.53924,23.41585
14.642123,-7.4761744,15.363116
23.227953,-9.103351,7.041587
-24.342419,-0.5880847,0.9990514
0.18545426,0.562382,9.887744
-10.8003025,1.8616122,-1.4266293
1.567368,-6.845682,5.3821607
9.253592,-17.211699,2.6004179
-1.0550214,21.19793,17.209085
1.622902,20.894749,9.938374
4.7195787,5.880389,14.190014
14.9772,-6.5772123,15.290866
-9.232415,-27.22357,10.968069
-10.804452,-25.46633,11.37176
-15.627616,-22.812313,9.184973
-16.123861,-23.453676,9.322823
-15.767647,-22.570284,11.479512
-9.776269,24.934362,14.370202
-10.247589,25.158495,13.853189
-11.470616,26.1796,9.922568
-11.508496,26.23676,9.999834
-5.464927,17.998466,6.251079
-1.4791971,19.962963,29.076311
-1.7273827,20.015894,29.282892
-11.802238,25.02856,13.662169
-10.828204,25.5287,13.049986
-10.636269,25.816671,12.609571
-18.896397,16.631994,5.0615945
-9.161731,17.529589,13.179125
-23.570244,6.072644,8.534467
-1.3057884,14.421796,22.664211
-3.3393543,-11.7431135,6.6640425
-8.024748,22.85857,16.512112
-9.132871,22.78263,17.618885
4.907412,14.611734,22.732258
-31.821323,14.534678,-0.6684579
-10.892692,23.47981,18.427328
-10.076595,23.974144,18.163843
-14.368939,16.951578,0.83073777
-13.212509,24.784693,14.773228
-14.6177845,22.486763,17.02104
-8.723335,24.047762,6.4420767
-5.602842,17.530046,8.121674
2.333444,14.576346,9.666271
2.616385,14.713813,9.533569
-3.82437,27.202278,9.093428
-3.8088415,27.212067,9.0979
3.3250508,14.09831,8.244768
15.417295,3.094224,10.774087
-10.042851,9.418519,6.33543
-10.37274,-17.433582,1.8642768
-20.172585,-25.174105,9.379582
-13.026992,-14.823929,7.4193335
-12.002295,-16.45148,7.824268
-14.061233,24.009245,14.011349
-8.755979,24.250015,6.008515
-5.8362894,15.854895,9.231683
-4.869515,16.508497,9.379408
-15.077933,13.519253,16.239132
5.811278,12.263221,18.495783
-4.8519225,11.437485,5.3533607
-12.729718,12.197042,4.263037
-12.767926,7.5674005,3.4826615
2.9601796,0.5765433,5.2767515
-11.35948,15.604184,5.4759426
-13.871048,15.087638,5.450945
-7.0634017,-7.758672,-4.083886
4.9524794,-17.110641,-10.538543
2.560483,30.348864,-9.178223
12.575433,0.015244638,-20.878956
15.693824,-2.545658,-6.518658
6.82113,4.4314256,-5.012544
-2.2607262,3.7740483,-17.699694
11.353654,10.360531,-14.253733
-12.342194,-13.1205225,-5.1248517
3.209467,-15.691774,-6.354989
14.83585,-9.874282,-6.737743
16.806885,-12.336442,-8.487201
8.939377,-6.527607,-19.40821
5.0234256,10.130481,-1.505779
8.908276,14.3392105,-4.073524
-10.339356,22.835047,-17.461763
13.791255,-15.04602,-22.210098
18.549734,-17.995539,-16.814716
15.157184,-10.258916,-6.767281
12.406866,-1.5611949,-22.57215
4.921052,8.789124,-2.437729
4.8775907,17.467304,-2.6447563
11.783317,16.67898,12.49498
5.001883,25.2124,-16.835575
8.889218,14.323519,-4.078653
18.749783,-18.483255,-16.608047
16.073725,-11.474185,-7.594502
12.951728,-1.2483343,-22.886719
4.093379,9.103525,-1.5584333
6.845074,15.8094,-1.5704962
-3.5206594,23.95325,-16.267193
8.389314,10.623349,-5.7418046
16.481615,-21.639381,-21.35951
-5.3827853,-13.695909,-5.4318657
0.68907285,18.354153,-17.597616
4.072453,20.829489,-29.599558
6.563047,-16.044554,-12.027093
2.298264,28.596027,3.7278209
13.934953,-24.303003,-23.260382
0.13684489,16.753637,-17.76882
4.021759,21.13462,-29.421095
13.597002,-22.243715,-29.286364
-7.7014527,20.20187,-14.860836
-3.740562,23.622646,-13.873755
1.2883345,-14.033386,-11.364502
1.7908134,-25.762354,-10.754897
13.993255,-23.81741,-23.359114
16.943752,-22.516758,-21.571194
-14.404351,17.569227,-18.209805
-14.64958,-6.6372766,-9.751335
5.3034034,-22.123505,-10.53096
-8.112774,20.13524,-14.6295
5.9799323,5.5938096,-21.576445
-1.7392813,-12.834078,-14.647382
15.902766,-5.2048774,-12.033522
20.425533,-4.686258,-16.065304
-0.08339307,-21.087843,-14.994302
-3.132565,4.3372936,-12.854969
-2.7854578,4.455683,-15.337597
3.5139656,-20.7454,-18.337074
-4.674464,3.60978,-12.263594
3.2670102,18.052788,-12.580444
15.298126,-9.047512,-14.415978
15.893643,-4.8093066,-11.833145
20.630798,-4.2254558,-16.025532
-0.42929363,-21.081882,-14.720897
-3.1529355,4.644501,-11.687953
-3.1744113,4.341864,-14.747776
3.5397267,-21.745518,-18.876753
-4.382697,4.8796077,-14.818198
3.2710238,18.092731,-12.591352
-0.05903126,-21.237343,-17.62062
15.898482,-4.7370296,-11.688037
20.251434,-5.635648,-16.02614
0.41268575,-21.173819,-16.740324
4.9463096,19.739529,-8.342547
-2.7927392,5.543854,-10.551756
-8.849249,-4.6716604,-26.148773
-8.257854,-4.288466,-25.980978
-1.6727495,7.634647,-9.398666
17.612099,-8.344731,-13.902593
18.55214,-8.358128,-11.000776
29.362736,-10.093478,18.71127
-19.172346,5.0553536,15.87161
13.208943,-12.562126,6.232294
13.288182,-12.576777,6.2370834
18.826477,4.192082,12.513579
18.65664,7.705959,10.482841
27.860506,-9.173854,6.693709
0.8263607,-15.94926,14.247941
9.592123,-19.549845,15.569149
14.039871,-17.243698,12.672237
29.27193,-5.635054,15.384641
24.91825,-2.9268057,11.474819
22.89066,-7.3910475,2.087469
-1.8903569,-11.821144,10.215777
7.767066,-7.6659546,7.086809
1.3412101,-17.058577,9.720303
17.605885,-10.343999,7.9393806
29.414011,-7.6142716,17.843712
32.070885,-4.4329586,14.272184
24.172253,-11.601536,14.921157
24.313622,-12.592155,13.197675
23.982187,-10.1963415,9.080336
29.851788,-3.8343132,11.203036
29.28102,-4.734914,16.827765
22.634825,-15.807849,12.023017
28.770891,-4.3080177,16.32629
28.957605,-4.0272193,14.883341
23.59035,-11.922813,9.775416
23.948837,-11.099393,10.675463
27.917646,-16.238256,9.418666
21.33664,1.658119,3.673932
25.706669,-0.888027,15.07381
6.838558,-11.317269,1.6697727
-38.314697,6.3793974,-0.6927036
-19.9291,8.826963,13.874174
-16.325472,4.598237,10.557715
3.5263183,5.596105,24.341183
10.985001,13.425829,14.73888
11.2985,12.945681,15.470113
8.330225,11.203561,18.261944
-25.27792,3.5294256,-3.3047798
3.6763587,19.950663,11.065405
25.192633,-17.174301,18.229391
24.062672,-17.054203,17.80795
16.01428,-14.423826,21.250498
8.655572,-5.2237263,15.79539
24.123894,-9.923362,0.7817467
-0.024408268,7.0440335,18.882355
-15.69185,7.8188543,6.744834
-5.189876,-19.175232,1.2730291
11.932197,-6.5120926,5.900068
9.41653,6.067463,12.476452
20.909266,-13.391283,0.25371158
3.6760225,18.099121,12.550012
-6.339327,0.6314091,1.8877599
-7.2675886,-6.329403,19.459831
3.0683637,9.099008,36.21625
-4.160737,6.8089046,23.419882
-10.757821,-9.476565,22.850765
-18.492771,-2.2114067,14.986672
-11.041578,-11.988339,18.90376
-13.183641,-14.066733,11.0519285
-13.389413,-14.333921,11.2593975
-23.645142,4.5658593,-6.924389
-26.81373,19.860325,1.9491982
-21.465776,-4.0401187,15.84638
-27.945332,-3.3796816,9.055074
-30.857992,0.63158506,9.7545595
-4.7499166,8.255541,37.440445
-10.70401,-9.9268875,23.51857
-27.478754,0.8681057,15.118878
-23.982445,5.286507,12.026151
-8.807011,-11.259103,16.657274
-9.909693,-7.8614507,15.385462
-31.502453,5.1957364,10.3916445
-29.880047,6.5218773,20.518904
-30.956902,5.371862,13.009253
-33.723156,5.462738,10.757622
-33.7355,5.473728,10.969294
-21.942322,7.7445793,19.245192
-22.391102,3.3291504,26.88471
-19.912634,-8.868875,-25.139997
1.4979872,-0.04160186,-16.037317
-23.100208,5.022216,-12.500304
-23.657602,5.483661,-13.783284
-24.434605,5.591962,-14.105327
-26.504076,5.6166444,-15.731844
-26.826843,5.496912,-15.597127
-26.248476,-0.6240461,-14.648273
-25.615587,-0.63039315,-14.653723
-22.859911,5.3313365,-13.842462
-24.207912,12.127908,-10.25693
-7.04838,-8.883809,10.172361
-23.957554,0.47329354,-12.289234
-22.924904,0.5909341,-11.26695
-22.88746,2.3753886,-9.0037565
-27.429022,4.708849,-14.777369
-23.752003,1.8774447,-16.679628
-22.945831,-4.1905947,-14.532876
-24.890905,-4.932688,-12.897165
-22.854609,-13.366396,-14.103173
-23.77509,-14.983721,-12.198154
-21.784647,9.609274,-13.867614
-23.997211,11.739091,-10.798079
-24.569859,0.75468975,-11.207038
-26.557678,-0.6728396,-19.911526
-25.031067,-12.24279,-12.478846
-21.069424,5.0498815,-14.592017
-24.470419,-1.0986223,-13.799431
-21.822678,1.6691527,-14.43796
-21.463825,2.2972176,-14.096972
3.8391485,-17.175268,-34.254253
10.907126,17.891394,-13.053273
15.558368,4.517642,-17.167046
17.962046,-5.778434,-22.270376
8.657194,16.51615,-13.336566
21.395744,-5.6859016,-9.634112
4.2430263,-18.633581,-34.089745
6.3144536,-2.4259348,-14.933742
7.561538,-0.9049413,-14.25044
8.974662,16.955587,-13.023041
21.943563,6.633206,-19.722467
17.975382,-5.7394047,-22.261108
29.730505,-16.898842,-12.812735
27.896658,-4.316284,-15.539516
17.705208,11.431217,-23.079525
33.199135,-9.761014,-7.8535085
8.218657,-0.32804352,-14.700182
5.846135,10.855474,-20.516043
27.566353,-3.775777,-15.434377
33.059082,-6.4034405,-9.4813
18.940943,5.1263533,-15.625654
4.0612397,-18.008404,-34.162502
24.099922,7.972676,-17.807724
33.251762,-10.273528,-7.787974
3.1255207,-0.4188402,-32.22366
-0.763756,-1.506099,-33.670673
-1.3134493,-3.0365655,-32.307
0.49949697,2.115551,-28.120855
2.026183,6.6221013,-33.382084
4.593342,-2.6183379,-32.178318
4.909374,-2.053173,-33.13942
1.506513,5.8028927,-34.49347
1.8833392,5.284437,-34.878635
0.06705445,0.52872705,-33.589104
-1.7515378,3.1556816,-34.99336
-2.122975,1.3410906,-37.567276
0.6714965,2.5740645,-28.510103
7.8942094,1.14637,-34.077957
2.1635208,0.15833944,-32.482727
1.3298,6.6923895,-35.016476
11.339058,-0.8029044,-35.836628
12.522824,-1.7983447,-36.038204
-0.96029556,1.8930125,-34.11025
-0.9354258,4.7947426,-32.274727
-0.015137229,4.80058,-29.226475
9.614974,9.106267,-25.299486
11.108345,-0.37040296,-35.91494
-1.5919307,0.46409282,-33.000614
2.3079014,9.291114,-37.54786
8.96464,-14.096495,-31.635061
19.146822,-6.10516,-30.82203
14.850623,-4.576274,2.6127405
31.23285,-6.7202706,9.300674
30.081453,-2.7055705,13.574905
30.206478,-9.000077,12.826525
27.865898,-7.638149,12.241449
24.314783,-13.104471,5.385759
24.756086,-11.424857,4.8972573
25.991602,-7.524275,11.268173
25.12467,-3.5535731,-0.91978556
24.809303,4.1163616,1.7721224
24.456654,-5.6900854,10.508601
29.631315,-6.59269,7.935942
30.150316,-7.920113,6.788507
22.398287,-12.04596,-0.5984342
20.553547,-9.614677,13.846628
31.663893,-8.106528,14.406298
29.574987,-3.1784704,9.850191
29.793716,-9.939448,5.167798
29.930954,-9.739032,5.2299232
29.250086,-4.0373216,6.5515003
29.71313,-2.6395504,7.0837398
28.893965,-1.1740885,-1.9076215
26.592655,0.9737252,0.038054563
15.88004,-0.02730497,0.8348093
21.35057,-3.9233122,10.112312
26.301434,2.9692857,0.60104406
26.37601,1.5220981,0.55765915
27.160597,-3.816685,-0.071997024
28.852701,-12.498374,4.941893
35.686005,-8.239121,9.366418
28.180933,-13.017739,20.024355
24.708586,0.4532906,-4.372831
25.781542,-2.8993146,16.53353
19.625147,-2.4360833,0.95113003
10.61888,3.4067008,32.693394
-6.9132247,-3.1039526,16.79293
-0.35944203,5.6646004,20.416697
-0.08621232,7.108764,19.042717
-2.5446117,7.1947927,18.111082
-14.235416,0.4826218,2.8799095
-8.53283,21.598139,17.449144
2.5402427,12.629329,31.25693
3.0002937,12.878407,32.081417
2.9009888,13.059198,32.75383
24.421333,-20.812395,15.189724
24.330025,-18.93679,16.190886
33.091152,-4.932788,11.765394
23.78439,-19.545805,15.114317
23.658018,-7.0398006,3.742679
10.672991,0.5974274,3.5735552
24.845308,1.9679062,14.52085
20.331156,5.793825,13.058761
19.794893,5.0266623,12.77221
14.444538,-4.588637,3.8699474
22.680592,-10.657956,13.471886
21.149893,-15.10873,10.66643
3.7639277,-15.822516,12.93305
6.8103476,-2.3038902,5.6519475
3.3734138,-0.73700494,38.82654
-3.8432314,5.1566844,36.81075
-4.455271,2.7511017,32.644733
-29.074888,1.90586,20.94365
-31.20359,-0.2897527,15.688478
-11.082438,-7.5695806,12.672407
-29.860195,4.939257,13.092011
-32.552536,5.3959923,14.945244
-32.447716,4.772041,15.368355
-32.941647,-0.9679221,9.924647
-35.181946,-0.2878934,4.668569
3.574936,-0.543852,40.39709
-2.8706255,4.3666844,36.408
-9.950424,-3.3091583,31.176529
-26.554348,4.3588834,24.076063
-28.871147,10.441844,20.682652
-30.056507,9.490652,20.196451
-21.252987,8.317899,16.828297
-23.4964,6.5900307,20.919727
-29.852781,9.027302,22.132114
-27.710169,9.209198,21.67767
-27.63365,9.307254,21.560078
-21.707012,8.147616,14.289981
-20.924953,7.9515557,13.63525
-13.506376,12.538816,16.924984
-14.797947,16.446016,25.64573
-22.457588,-4.0524616,-14.696116
-22.70823,-10.297907,-15.984494
-23.302536,9.32026,-14.543951
-23.25008,10.624918,-12.132443
-13.683199,-15.714359,-22.560497
-25.987202,-0.71981496,-18.852018
-19.630795,-0.49256042,-15.979626
-20.168457,0.18240605,-13.63631
-22.124508,7.537749,-15.072383
-21.85773,9.504277,-15.130502
-25.213089,5.5009365,-17.970552
-24.904972,3.8165324,-18.450855
-20.534164,-0.1083438,-13.190188
-24.81327,-4.5026393,-13.350854
-25.116383,-2.6534462,-13.465159
-10.351805,0.7633508,-11.972333
-22.107437,-3.801104,-14.751462
-25.391384,-4.879778,-12.426273
-24.817686,-13.908985,-12.290169
-22.427734,9.05082,-13.3203335
-23.506405,10.965086,-11.724365
-13.66031,-15.62076,-22.663013
-25.977015,-0.7119836,-18.84088
-19.544851,-0.6404526,-15.666559
-20.057722,-1.7010607,-14.594374
-22.100115,8.886981,-14.896196
-21.073652,10.650535,-15.300711
-25.187572,3.9091244,-18.37658
-25.41572,-0.24360703,-15.261609
23.212286,6.757197,-17.81086
31.900824,-13.084946,-8.679417
22.660324,-6.8095274,-10.7754965
19.91946,11.90936,-19.71396
24.388052,-8.175937,-25.876661
26.284792,5.328909,-20.888401
33.374195,-11.407807,-8.435109
22.32915,7.991531,-16.805914
10.979386,17.901186,-13.003154
29.359968,-18.248514,-12.726894
32.88009,-7.5882535,-8.972751
18.256512,6.214493,-18.33772
25.229532,5.7677307,-21.548967
33.552116,-9.959034,-6.35875
22.63776,6.6373596,-18.717455
21.356188,9.263897,-20.596243
27.652798,-12.654651,-25.039074
32.85027,-7.6037736,-8.977426
12.387995,12.280818,-24.22688
25.151993,5.795145,-21.59023
28.727823,9.121025,-0.83703065
-0.39564455,0.036959372,-33.738518
-1.7810806,3.2289917,-34.95781
0.06572051,4.746128,-30.734545
1.4290633,3.105023,-29.425001
0.41393808,5.0005326,-34.067806
1.5026801,0.37606546,-32.917717
13.416325,-1.090566,-37.500374
13.1176605,-0.69817257,-37.564426
2.8972635,4.5741873,-35.824203
-0.028929012,-4.3237762,-34.818577
0.3696501,1.0752321,-34.37064
6.5816665,1.6337736,-34.32777
6.3771725,1.6667192,-34.370323
-0.48240748,-2.8477287,-35.585407
12.786918,-2.1651928,-35.98687
-1.8026011,2.1847184,-32.972034
1.6071359,8.889542,-36.94876
8.255395,-13.483699,-32.207874
8.858116,1.4803948,-30.431774
19.108591,-6.113836,-31.19042
0.9294168,1.6993536,-35.397274
4.225721,-1.1941963,-33.503555
0.55423695,-4.1005144,-34.848873
3.2634063,-4.498351,-33.020256
0.4759686,1.6703993,-29.559443
4.290744,6.648482,-31.959826
-18.927637,22.876326,3.815495
-12.739568,5.4639916,2.004749
-2.4515724,-3.7865934,25.901722
12.734811,4.939788,19.605326
-16.999613,-8.949128,7.215201
7.84678,-20.55546,12.091736
7.5320563,-20.469193,12.642486
16.873137,-6.420983,11.092733
10.903523,5.960756,16.04272
7.639854,-4.8311343,10.566505
7.716957,-9.394231,17.240696
-17.662556,-9.202028,6.5020704
9.7773285,2.7348304,26.422983
2.0109403,4.595747,26.022537
28.350702,-7.603624,17.478935
27.14636,-6.4398713,14.338393
24.982964,-5.809715,15.709697
9.299421,-16.33178,13.426489
16.504614,-4.8125167,11.925729
20.91086,-0.54883015,13.494348
12.424643,-9.084461,5.3171773
16.525106,-10.269818,0.7207561
-18.527178,-9.914302,7.0912614
-14.7536545,3.5465834,12.875271
11.626083,-8.519968,15.81214
9.08955,5.104183,20.84212
11.595365,6.284763,13.897063
11.578857,-0.29916492,10.180987
5.5759416,0.19760375,41.084545
15.766305,1.9292927,19.90618
14.911257,9.103575,31.275385
15.147121,9.712512,30.568556
6.751684,-3.682959,17.468658
1.4115535,-5.7253613,24.20424
0.7582273,-4.8965244,25.678284
4.5634723,1.9589763,19.493471
-2.5652387,-1.3356255,20.997772
-8.015717,1.6261865,24.887127
-1.5376039,1.8411641,30.036924
0.42499503,-2.323847,22.555668
8.568242,16.831556,26.983381
-0.38145396,-3.467505,33.861195
-2.0193558,-5.237846,35.68426
18.390892,4.215463,23.91537
18.128508,5.076659,23.382183
17.232893,7.932685,21.158329
4.449196,5.6485767,19.65047
-1.7885528,2.8862772,18.4992
0.5389459,-4.185854,26.99997
-7.4705963,-5.7147536,26.573229
-6.6130986,-8.803827,26.166677
13.771789,-16.836987,16.17222
5.1184483,1.8758682,19.530172
9.62512,-3.0278234,14.647574
-6.0588913,17.00909,2.6638892
-30.246653,14.645859,5.765096
-26.646246,13.108579,13.351394
-19.108196,9.156029,4.9195256
-18.803537,8.501432,4.0253296
-18.983028,7.126929,3.2720346
-4.0651784,10.505664,17.910902
-31.874842,15.085029,10.738857
-31.644627,14.356901,10.775889
-21.665413,1.5642045,6.313713
6.8331003,-17.501251,4.7090178
-11.676538,-20.695824,10.803208
-10.169104,-22.141724,10.891232
-11.139274,-22.232677,11.585091
-34.214005,-4.6584516,13.566976
-25.862007,8.977233,-2.6478782
-28.15478,7.014071,-5.3067255
-28.183342,7.592275,-5.895246
-2.8697631,-16.36761,15.388695
-15.579394,12.481817,20.791248
-6.17125,3.032135,9.001422
-12.267954,-14.850446,10.006912
-21.883123,11.255976,26.1414
-21.879622,11.259755,26.14422
-6.4631023,-19.154243,17.242243
-21.007757,-1.4838334,5.8118696
-19.920017,-2.0837388,5.0488405
-11.722633,1.1446714,7.13059
10.036826,9.756775,22.933807
2.3724332,-2.5757558,31.53285
-10.243251,6.6189494,28.038818
-8.464501,8.407333,10.194627
-9.984038,-14.862114,18.415104
-7.0331273,-8.248802,15.875609
-7.7608867,4.3079014,10.266467
-6.178077,12.035073,-3.911721
-2.8641665,12.619905,-21.878893
2.1234248,24.941936,-20.265707
-2.2362134,13.407757,-1.3355787
1.255606,-4.529521,-3.1665573
18.005577,-19.863514,-8.867999
-3.210375,-5.2940764,-0.5937551
-1.1036284,9.553203,-2.1613991
-3.978695,11.269237,-2.888609
-5.587623,10.715476,-4.8227773
-0.27645928,-0.94108146,-5.6467366
1.054106,24.340925,-21.012098
-16.80317,-17.55335,-3.4436126
-12.06067,-4.8662515,-12.225111
-15.8803005,-18.220413,-4.494909
-3.1839159,11.504048,-1.9335023
18.558022,-20.447739,-9.921531
17.803856,-19.70203,-8.538087
0.8585025,20.950855,-25.423367
-1.0420443,9.752138,-2.1498597
-1.3982258,11.411817,-1.7089657
-5.1662397,11.644749,-3.7544177
-0.26688403,-0.6086433,-5.7418466
-3.695138,13.260845,-22.193768
4.089793,26.856436,-16.911251
-2.2475972,12.176717,-1.4907166
-3.4796748,6.7059264,-5.940113
1.0613561,-4.1997533,-3.5085783
9.448183,15.743543,7.965402
-12.1885195,16.963488,-15.834322
16.139961,-20.89339,-21.669634
2.9550238,-23.390495,-8.7925625
-1.1911659,21.51598,-14.635369
-1.0238752,-14.687889,-14.762635
0.5382494,17.855614,0.5345473
1.0698024,10.94245,4.271054
-1.5112945,24.116386,-6.146056
-0.31137782,28.317083,2.5508678
0.17690596,21.638548,-18.133493
14.801641,-20.638826,-23.83725
2.2739208,-24.851137,-10.781134
0.45077595,17.470642,0.50625014
1.0740612,22.980358,-12.828083
16.445005,-22.60062,-24.835426
-12.649617,16.563292,-16.920038
-4.174201,19.971626,-8.882052
-10.984101,9.1774845,-0.83373255
1.3052354,-25.273184,-14.277213
-1.4328258,-6.1844335,5.369404
-2.6996262,-9.961335,-18.705849
-7.3375974,-2.7980828,-21.187775
-7.7754736,32.015846,-3.9127784
-6.184514,17.4557,-1.5789385
-2.3747199,14.94255,-2.0116906
4.6209564,-17.144867,-12.571661
-13.9932575,25.191214,-8.992016
-12.980611,23.489403,-11.380374
-3.7083967,-9.923735,-18.054657
-7.339906,-3.8108106,-20.766806
-7.9611993,31.854685,-3.9532197
-6.1958575,17.481659,-1.5637451
-2.244626,16.505215,-2.627719
-14.467664,25.848185,-7.85705
-13.16698,23.753891,-11.048912
-25.301851,-11.075348,-8.237898
-2.8741877,-9.790358,-18.686426
-7.3640337,-2.263304,-21.418137
-8.435221,31.814434,-4.21237
-3.6648731,15.68122,-2.916153
-2.7838192,15.69858,-2.56025
-15.0353775,26.698988,-7.799012
-13.62957,24.629892,-9.88787
3.7518363,28.205212,-15.84274
-3.5977938,14.849716,21.175032
-6.135539,13.623648,21.81107
6.046222,2.3417704,10.436494
-29.368807,7.372909,-0.28301114
-2.3197353,19.250029,13.906188
-21.46205,14.980513,-3.015126
-21.260399,6.4695067,-6.214854
4.3274517,-10.549394,-1.9116583
7.516894,-5.8783007,11.483922
-12.984309,-16.509886,15.656935
8.947613,-19.293652,3.2577047
-10.491853,-17.407513,14.4644165
-9.274693,20.552624,18.0485
-9.10668,20.650982,17.933256
-21.802528,15.38292,-3.724798
-31.7036,8.853778,8.310632
-21.789452,15.5692215,1.0529704
-21.093504,15.210905,2.6528597
-0.0970332,19.6242,16.064754
-0.31197298,10.039946,12.981777
-25.000448,2.0979004,-3.9384754
-28.087906,4.9509854,2.3207455
-30.4866,6.826907,1.0780718
-37.670208,8.58322,6.0087194
-31.964571,3.5538995,7.4111667
4.787195,-10.806795,-2.3323147
-11.408053,-27.796198,10.454714
28.821665,-16.068756,13.69096
-31.954382,1.6879362,-4.393318
-7.7348976,-22.250334,7.2293353
-8.534887,27.414135,8.026852
-8.010023,28.321133,7.5472445
-8.22361,-22.130733,7.878963
-8.3962965,-23.253551,10.293958
-10.122886,-23.684788,8.976309
